,Unnamed: 0,S#,Date,Islamic Date,Blast Day Type,Holiday Type,Time,City,Latitude,Longitude,Province,Location,Location Category,Location Sensitivity,Open/Closed Space,Influencing Event/Event,Target Type,Targeted Sect if any,Killed Min,Killed Max,Injured Min,Injured Max,No. of Suicide Blasts,Explosive Weight (max),Hospital Names,Temperature(C),Temperature(F),Day,Date-old,Islamic Date Old,coordinates,Islamic Month,Year,Weights
406,406,407,2013-12-17,<ummalqura.hijri_date.HijriDate object at 0x122d6a5f8>,Working Day,,Evening,rawalpindi,33.6058,73.0437,punjab,Gracy line area near Airport,Religious,Medium,Open,Sectarian strife,Civilian,Shiite,3.0,3.0,14.0,,,,Benazir Bhutto Hospital and District Headquarters Hospital,14.39,57.902,Tuesday,Tuesday-December 17-2013,,"(33.6058,73.0437)",2,2013,0
407,407,408,2013-12-18,<ummalqura.hijri_date.HijriDate object at 0x122d6a668>,Working Day,,Evening,north waziristan,32.9746,70.1456,fata,Kharoji checkpoint-about three kilometres east of Miranshah,Military,High,Open,Targeted security checkpoint as a revenge for killing Hakimullah Mahsud,Military,None,5.0,5.0,25.0,34,,,,8.19,46.742,Wednesday,Wednesday-December 18-2013,,"(32.9746,70.1456)",2,2013,0
408,408,409,2013-12-20,<ummalqura.hijri_date.HijriDate object at 0x122d6a6a0>,Working Day,,,karachi,24.9918,66.9911,sindh,Pakhtoon Chowk close to Old Sabzi Mandi-Karachi,Market,Medium,Open,Inspector Shafiq Tanoli was targeted,Police,None,2.0,2.0,20.0,21,,,Jinnah Hospital,18.735,65.723,Friday,Friday-December 20-2013,,"(24.9918,66.9911)",2,2013,0
409,409,410,2014-01-01,<ummalqura.hijri_date.HijriDate object at 0x122d6a710>,Working Day,,,quetta,30.2095,67.0182,baluchistan,Qambrani Road in Akhtarabad-on the outskirts of Quetta,Transport,High,Open,Sectarian strife,Civilian,Shiite,2.0,3.0,30.0,31,,,Bolan Medical Complex,1.605,34.889,Wednesday,Wednesday-January 1-2014,,"(30.2095,67.0182)",2,2014,0
410,410,411,2014-01-06,<ummalqura.hijri_date.HijriDate object at 0x122d6a780>,Working Day,,,hangu,33.5351,71.0713,kpk,Shia-dominated Ibrahimzai area of Hangu district,Educational,High,Open,Sectarian strife,Civilian,Shiite,2.0,2.0,2.0,2,,,,9.235,48.62300000000001,Monday,Monday-January 6-2014,,"(33.5351,71.0713)",3,2014,0
411,411,412,2014-01-09,<ummalqura.hijri_date.HijriDate object at 0x122d6a828>,Working Day,,,karachi,24.9918,66.9911,sindh,Near Essa Nagri at the Lyari Expressway,Mobile,Low,Open,Superintendent of Police (SP) Crime Investigation Department (CID) Chaudhry Aslam was the TTP target,Police,None,3.0,3.0,7.0,11,,20-25kg,Agha Khan University Hospital,15.395,59.71100000000001,Thursday,Thursday-January 9-2014,,"(24.9918,66.9911)",3,2014,25
412,412,413,2014-01-20,<ummalqura.hijri_date.HijriDate object at 0x122d6a898>,Working Day,,7:45 AM,rawalpindi,33.6058,73.0437,punjab,R.A Bazaar,Market,High,Open,TTP claimed this attack as ‘payback’ for a deadly military raid on the Lal Masjid (Red Mosque) in Rawalpindi in 2007.,Military,None,13.0,13.0,15.0,15,,,,11.455,52.619,Monday,Monday-January 20-2014,,"(33.6058,73.0437)",3,2014,0
413,413,414,2014-01-23,<ummalqura.hijri_date.HijriDate object at 0x122d6a940>,,,,peshawar,34.0043,71.5448,kpk,Kohat road,,,,,,,,6.0,,8,,,,11.11,51.99800000000001,Thursday,Thursday-January 23-2014,,"(34.0043,71.5448)",3,2014,0
414,414,415,2014-01-29,<ummalqura.hijri_date.HijriDate object at 0x122d6a9b0>,Working Day,,,karachi,24.9918,66.9911,sindh,North Nazimabad Rangers headquarters,Military,High,Open,Rangers targeted by TTP,Military,None,3.0,3.0,0.0,1,,,Abbasi Shaheed Hospital,19.865,67.757,Wednesday,Wednesday-January 29-2014,,"(24.9918,66.9911)",3,2014,0
415,415,416,2014-02-04,<ummalqura.hijri_date.HijriDate object at 0x122d6aa20>,Working Day,,,peshawar,34.0043,71.5448,kpk,Kocha Risaldar area of Peshawar,Hotel,Medium,Closed,Sectarian strife,Civilian,None,9.0,9.0,25.0,50,,5Kg,Lady Reading Hospital ,10.82,51.476000000000006,Tuesday,Tuesday-February 4-2014,,"(34.0043,71.5448)",4,2014,5
416,416,417,2014-02-07,<ummalqura.hijri_date.HijriDate object at 0x122d6aa90>,Working Day,,,khanewal,30.2999,71.9308,punjab,,Mobile,Low,Open,Search operation of Security forces,Police,None,0.0,0.0,5.0,5,,,,13.335,56.003,Friday,Friday-February 7-2014,,"(30.2999,71.9308)",4,2014,0
417,417,418,2014-02-10,<ummalqura.hijri_date.HijriDate object at 0x122d6ab00>,Working Day,,,peshawar,34.0043,71.5448,kpk,Essa Khel Garhi area of Peshawar,Residence,Low,Open,Search operation of Security forces,Civilian,None,4.0,4.0,3.0,3,,6kg,Lady Reading Hospital,12.535,54.563,Monday,Monday-February 10-2014,,"(34.0043,71.5448)",4,2014,6
418,418,419,2014-02-13,<ummalqura.hijri_date.HijriDate object at 0x122d6ab70>,Working Day,,,karachi,24.9918,66.9911,sindh,Razzaqabad police training college in Karachi's Shah Latif Town,Police,High,Open,TTP revenge,Police,None,11.0,13.0,36.0,47,,25-30kg,Jinnah Hospital,20.305,68.54899999999999,Thursday,Thursday-February 13-2014,,"(24.9918,66.9911)",4,2014,30
419,419,420,2014-02-24,<ummalqura.hijri_date.HijriDate object at 0x122d6aba8>,Working Day,,,peshawar,34.0043,71.5448,kpk,Iranian consulate in University Town,Mobile,High,Open,Sectarian strife,Military,None,2.0,3.0,8.0,10,,60kg,Lady Reading Hospital,16.13,61.034,Monday,Monday-February 24-2014,,"(34.0043,71.5448)",4,2014,60
420,420,421,2014-03-03,<ummalqura.hijri_date.HijriDate object at 0x122d6ac18>,Working Day,,,islamabad,33.718,73.0718,capital,District court in Islamabad sector F-8,Office Building,Medium,Open,Judge with Laal masjid case,Government Official,None,11.0,11.0,24.0,29,,,Pakistan Institute of Medical Sciences,10.81,51.458,Monday,Monday-March 3-2014,,"(33.718,73.0718)",5,2014,0
421,421,422,2014-03-14,<ummalqura.hijri_date.HijriDate object at 0x122d6acc0>,Working Day,,,peshawar,34.0043,71.5448,kpk,Sarband Area on the outskirts of city,Police,High,Open,Police patrol,Police,None,8.0,11.0,32.0,45,,14kg,Lady Reading Hospital,17.68,63.824,Friday,Friday-March 14-2014,,"(34.0043,71.5448)",5,2014,14
422,422,423,2014-04-24,<ummalqura.hijri_date.HijriDate object at 0x122d6ad68>,Working Day,,,karachi,24.9918,66.9911,sindh,Near old vegetable market,Market,High,Open,Police Inspector Ishfaq Tanoli was the target of the blast,Police,None,2.0,4.0,2.0,15,,,,30.56,87.008,Thursday,Thursday-April 24-2014,,"(24.9918,66.9911)",6,2014,0
423,423,424,2014-05-11,<ummalqura.hijri_date.HijriDate object at 0x122d6add8>,Holiday,,12:40 PM,peshawar,34.0043,71.5448,kpk,Inside a mosque in Shahi Bagh area near Tirah IDPs registration center,Religious,High,Closed,IDPs of Tirah Valley,Civilian,None,4.0,5.0,9.0,11,,10kg,Lady Reading Hospital ,25.31,77.558,Sunday,Sunday-May 11-2014,,"(34.0043,71.5448)",7,2014,10
424,424,425,2014-06-04,<ummalqura.hijri_date.HijriDate object at 0x122d6ae80>,Working Day,,9:20:00 AM,fateh jang,33.5689,72.6378,punjab,At a railway crossing at the junction of Fateh Jang and Rawalpindi,Mobile,Low,Open,Security forces vehicle,Military,None,5.0,5.0,5.0,5,,2kg,DHQ Fateh Jang,31.055,87.899,Wednesday,Wednesday-June 4-2014,,"(33.5689,72.6378)",8,2014,2
425,425,426,2014-06-08,<ummalqura.hijri_date.HijriDate object at 0x122d6aef0>,Holiday,,,taftan,28.28,62.35,baluchistan,Hotel in Taftan near the Pakistan-Iran border,Hotel,High,Closed,Shia pilgrims,Civilian,Shiite,23.0,30.0,7.0,16,,,CMH Quetta,27.51,81.518,Sunday,Sunday-June 8-2014,,"(28.28,62.35)",8,2014,0
426,426,427,2014-06-09,<ummalqura.hijri_date.HijriDate object at 0x122d6af98>,Working Day,,,karachi,24.9918,66.9911,sindh,Jinnah Airport-Airport Road Karachi,,,,,,,,28.0,,24,,,,32.695,90.851,Monday,Monday-June 9-2014,,"(24.9918,66.9911)",8,2014,0
427,427,428,2014-06-19,<ummalqura.hijri_date.HijriDate object at 0x122d69080>,Working Day,,,peshawar,34.0043,71.5448,kpk,Residence of an anti-Taliban peace militia in Matan Adezai area of Peshawar ,Residence,Medium,Closed,Farman Ullah-the leader of anti-militants lashkar,Civilian,None,1.0,2.0,5.0,5,,,Lady Reading Hospital ,32.965,91.337,Thursday,Thursday-June 19-2014,,"(34.0043,71.5448)",8,2014,0
428,428,429,2014-06-24,<ummalqura.hijri_date.HijriDate object at 0x122d690f0>,Working Day,,,north waziristan,32.9746,70.1456,fata,Near a military checkpost in Spinwam village in Shawal valley,Hospital,High,Open,Operation Zarb-e-Azab,Military,None,3.0,3.0,1.0,1,,,,28.265,82.87700000000002,Tuesday,Tuesday-June 24-2014,,"(32.9746,70.1456)",8,2014,0
429,429,430,2014-09-24,<ummalqura.hijri_date.HijriDate object at 0x122d69198>,Working Day,,,peshawar,34.0043,71.5448,kpk,,Mobile,Medium,open,the target of the bombing appeared to be Brigadier Khalid Javed-the second most senior officer in the Frontier Corps force,Military,None,4.0,5.0,18.0,29,,45KG,Lady Reading Hospital-Combined Military Hospital,29.84,85.712,Wednesday,Wednesday-September 24-2014,,"(34.0043,71.5448)",11,2014,45
430,430,431,2014-10-04,<ummalqura.hijri_date.HijriDate object at 0x122d691d0>,Working Day,,Night,quetta,30.2095,67.0182,baluchistan,Near a girls high school in Hazara Town,Educational,High,Open,Hazara ethnic shitte group,Civilian,Shiite,5.0,5.0,12.0,12,,,Bolan Medical Complex Hospital-Combined Military Hospital (CMH),26.59,79.862,Saturday,Saturday-October 04-2014,,"(30.2095,67.0182)",12,2014,0
431,431,432,2014-10-15,<ummalqura.hijri_date.HijriDate object at 0x122d69240>,,,,tirah valley,33.8679,70.51364,fata,Pir Mela Area of Tirah Valley in Khyber Agency,,,,,,,,7.0,,5,,,,17.21,62.978,Wednesday,Wednesday-October 15-2014,,"(33.8679,70.51364)",12,2014,0
432,432,433,2014-10-23,<ummalqura.hijri_date.HijriDate object at 0x122d692b0>,Working Day,,,quetta,30.2095,67.0182,baluchistan,,Park/Ground,Medium,open,Jamiat Ulema-e-Islam-Fazl (JUI-F) chief Fazlur Rehman had a narrow escape as a suicide bomber detonated explosives near his vehicle outside a political rally in Quetta ,Civilian,None,2.0,3.0,15.0,20,,,,21.405,70.529,Thursday,Thursday-October 23-2014,,"(30.2095,67.0182)",12,2014,0
433,433,434,2014-11-02,<ummalqura.hijri_date.HijriDate object at 0x122d69320>,Holiday,Weekend,,wagah,31.6047,74.5729,punjab,Pak-India Border Crossing on Grand Trunk Road,Military,High,open,,Civilian,None,45.0,55.0,70.0,120,,15KG,General Hospital Lahore-,22.18,71.92399999999998,Sunday,Sunday-November 02-2014,,"(31.6047,74.5729)",1,2014,15
434,434,435,2014-12-16,<ummalqura.hijri_date.HijriDate object at 0x122d69390>,,,,peshawar,34.0043,71.5448,kpk,Army Public School,,,,,,,,148.0,,132,,,,9.86,49.74800000000001,Tuesday,Tuesday-December 16-2014,,"(34.0043,71.5448)",2,2014,0
435,435,436,2014-12-28,<ummalqura.hijri_date.HijriDate object at 0x122d69400>,,,,zhob,31.35,69.45,baluchistan,Ismailzai,,,,,,,,2.0,,0,,,,8.445,47.201,Sunday,Sunday-December 28-2014,,"(31.35,69.45)",3,2014,0
436,436,437,2015-01-30,<ummalqura.hijri_date.HijriDate object at 0x122d69470>,,,,shikarpur,28.0,68.6667,sindh,Imambargah,,,,,,,60.0,62.0,,39,,,,16.225,61.205,Friday,Friday-January 30-2015,,"(28.0,68.6667)",4,2015,0
437,437,438,2015-02-13,<ummalqura.hijri_date.HijriDate object at 0x122d69518>,,,,peshawar,34.0043,71.5448,kpk,Imambargah,,,,,,,,21.0,,60,,,,17.235,63.023,Friday,Friday-February 13-2015,,"(34.0043,71.5448)",4,2015,0
438,438,439,2015-02-17,<ummalqura.hijri_date.HijriDate object at 0x122d69588>,,,,lahore,31.5451,74.3407,punjab,Near Police Line ,,,,,,,5.0,9.0,,,,,,18.68,65.624,Tuesday,Tuesday-February 17-2015,,"(31.5451,74.3407)",4,2015,0
439,439,440,2015-02-18,<ummalqura.hijri_date.HijriDate object at 0x122d695f8>,,,,rawalpindi,33.6,73.0333,punjab,Qasre-sina Imambargah-kurri road,,,,,,,,5.0,,6,,,,15.25,59.45,Wednesday,Wednesday-February 18-2015,,"(33.6,73.0333)",4,2015,0
440,440,441,2015-03-15,<ummalqura.hijri_date.HijriDate object at 0x122d69630>,,,,lahore,31.5451,74.3407,punjab,Outside Church,,,,,,,,17.0,70.0,72,,,,18.63,65.53399999999999,Sunday,Sunday-March 15-2015,,"(31.5451,74.3407)",5,2015,0
441,441,442,2015-03-20,<ummalqura.hijri_date.HijriDate object at 0x122d696d8>,,,,karachi,24.9918,66.9911,sindh,Roadside Qalandria Chowk North Nazimabad,,,,,,,2.0,3.0,0.0,0,,,,27.0,80.6,Friday,Friday-March 20-2015,,"(24.9918,66.9911)",5,2015,0
442,442,443,2015-05-06,<ummalqura.hijri_date.HijriDate object at 0x122d69780>,Working Day,,,kurram agency,32.9746,70.1456,fata, outside a high-school football ground in Alizai area of Lower Kurram Agency,,,,,,,2.0,3.0,,3,,,Ali Zai Hospital,25.985,78.773,Wednesday,Wednesday-May 6-2015,,"(32.9746,70.1456)",7,2015,0
443,443,444,2015-05-26,<ummalqura.hijri_date.HijriDate object at 0x122d697f0>,Working Day,,,karachi,24.9918,66.9911,sindh,Orangi Town Faqeer Colony,,,,,Rangers,,1.0,2.0,,,,,,33.05,91.49,Tuesday,Tuesday-May 26-2015,,"(24.9918,66.9911)",8,2015,0
444,444,445,2015-05-26,<ummalqura.hijri_date.HijriDate object at 0x122d69898>,Working Day,,,karachi,24.9918,66.9911,sindh,Orangi Town Faqeer Colony,,,,,,,,5.0,,,,,,33.05,91.49,Tuesday,Tuesday-May 26-2015,,"(24.9918,66.9911)",8,2015,0
445,445,446,2015-05-29,<ummalqura.hijri_date.HijriDate object at 0x122d69940>,Working Day,,,lahore,31.5451,74.3407,punjab,Kalma Chowk near  Qaddafi Stadium,,,,,,,1.0,2.0,,6,,,,34.08,93.344,Friday,Friday-May 29-2015,,"(31.5451,74.3407)",8,2015,0
446,446,447,2015-06-06,<ummalqura.hijri_date.HijriDate object at 0x122d699e8>,Weekend,,,sargodha,32.0836,72.6711,punjab,near Ghausia Market Sargodha,,,,,,,,2.0,,6,,,,29.9,85.82,Saturday,Saturday-June 06-2015,,"(32.0836,72.6711)",8,2015,0
447,447,448,2015-06-08,<ummalqura.hijri_date.HijriDate object at 0x122d69a58>,Working Day,,,north waziristan,32.9746379,70.1455,fata,near the Afghan border in Pakistan's restive North Waziristan tribal area,,,,The clashes were marked by an intense exchange of fire between security forces and militants-the report added. Of the 19 militants killed-five were militant commanders. The seven soldiers were killed when one of the militants detonated a suicide vest while being chased by troops.,,,7.0,19.0,,,,,,26.82,80.27600000000002,Monday,Monday-June 08-2015,,"(32.9746379,70.1455)",8,2015,0
448,448,449,2015-06-11,<ummalqura.hijri_date.HijriDate object at 0x122d69b00>,Working Day,,,peshawar,34.0043,71.5448,kpk,Peshawar’s Hayatabad area ,,,,,,,1.0,2.0,4.0,7,,,,30.58,87.044,Thursday,Thursday-June 11-2015,,"(34.0043,71.5448)",8,2015,0
449,449,450,2015-06-29,<ummalqura.hijri_date.HijriDate object at 0x122d69b70>,Working Day,,,lahore,,,punjab,A house in Sheikhupura district ,,,,,,,1.0,4.0,,http://www.samaa.tv/pakistan/29-Jun-2015/shootout-after-suicide-attack-in-lahore,,,,,,Monday,Monday-June 29-2015,,"(nan,nan)",9,2015,0
450,450,451,2015-07-17,<ummalqura.hijri_date.HijriDate object at 0x122d69c18>,Holiday,,,quetta,,,baluchistan,Entrance of a Shiite neighborhood in southwestern Pakistan,,,, a suicide attacker has detonated his explosive vest at the entrance of a Shiite neighborhood in southwestern Pakistan killing one security guard.,,,1.0,1.0,,,,,,,,Friday,Friday-July 17-2015,,"(nan,nan)",10,2015,0
451,451,452,2015-08-16,<ummalqura.hijri_date.HijriDate object at 0x122d69cc0>,Holiday,,,attock,33.768734,72.362147,punjab,Political office in Attock’s Shadi Khan area,,,, Punjab home minister Colonel (retd) Shuja Khanzada was killed in a suicide attack on his political office in Shadi Khan village Attock Sunday along with 16 others.,,,16.0,19.0,23.0,25,,,,28.655,83.579,Sunday,Sunday-Aug 16-2015,,"(33.768734,72.362147)",11,2015,0
452,452,453,2015-08-27,<ummalqura.hijri_date.HijriDate object at 0x122d69d68>,Working Day,,,multan,30.193636,71.449009,punjab, house in the town of Pir Mahal,,,,,,,4.0,4.0,,2,,,,33.575,92.435,Thursay,Thursay-Aug 27-2015,,"(30.193635999999998,71.449009)",11,2015,0
453,453,454,2015-09-01,<ummalqura.hijri_date.HijriDate object at 0x122d69dd8>,Working Day,,,khyber agency,34.021103000000004,71.287421,kpk, a local government office in Jamrud Bazaar area   Khyber Agency,,,,,,,3.0,6.0,50.0,56,,,Hayatabad Medical Complex,28.225,82.805,Tuesday,Tuesday-Sep 01-2015,,"(34.021103000000004,71.287421)",11,2015,0
454,454,455,2015-09-20,<ummalqura.hijri_date.HijriDate object at 0x122d69e48>,Holiday,,,karachi,24.879503,67.174575,sindh,Residential Building in Rafah-e-Aam Society in Karachi,Residential Building,Low,closed,A suicide bomber blew himself up during a joint action by police and Rangers early on Sunday morning in Rafah-e-Aam Society in Karachi. The blast injured 2 police officers. The attackers were scheming for terrorist activities on Eid-ul-Azha.,Police & Rangers,,1.0,,2.0,,1.0,,,35.0,95.0,Sunday,Sunday-Sep 20-2015,,"(24.879503,67.174575)",12,2015,0
455,455,456,2015-10-14,<ummalqura.hijri_date.HijriDate object at 0x122d69eb8>,Working Day,,,taunsa,30.712665,70.658161,punjab,At PoliticalParty MP's office on College road Taunsa DGK.,,,,Public meeting with MPA was targeted at political party office.,,,7.0,,10.0,20,1.0,13KG,,29.11,84.398,Wednesday,Wednesday-Oct 14-2015,,"(30.712665,70.658161)",1,2015,13
456,456,457,2015-10-22,<ummalqura.hijri_date.HijriDate object at 0x122d69f28>,Holiday,Ashura Holiday,,quetta,30.182971,66.998734,baluchistan,Shiite mosque in southwest Pakistan's Sibi district ,Religious,,closed,"Attack took place when the Shiites were holding a gathering ahead of the Ashoura, a key religious event. ",Religious,Shiite,10.0,11.0,12.0,15,1.0,,Bhag Hospital,16.25,61.25,Thursday,Thursday-Oct-22-2015,,"(30.182971000000002,66.998734)",1,2015,0
457,457,458,2015-10-23,<ummalqura.hijri_date.HijriDate object at 0x122d69f98>,Holiday,Ashura Holiday,,jacobabad,28.274681,68.712889,sindh,Attack on Muharram Procession in Jacobabad near Lashari Muhalla,,,,Attack on Muharram procession,Religious,Shiite,22.0,23.0,40.0,40+,,,Jacobabad Civil Hospital,28.59,83.462,Friday,Friday-Oct-23-2015,,"(28.274681,68.712889)",1,2015,0
458,458,459,2015-12-29,<ummalqura.hijri_date.HijriDate object at 0x122d67080>,Working Day,,,mardan,34.200114,72.050801,kpk,NADRA office Nisatta Road  Mardan,Government,,,,Civilian,,21.0,26.0,50.0,56,,8KG,district headquarters hospitaldistrict headquarters hospital,13.53,56.354,Tuesday,Tuesday-Dec-29-2015,,"(34.200114,72.050801)",3,2015,8
459,459,460,2016-01-13,<ummalqura.hijri_date.HijriDate object at 0x122d670f0>,Working Day,,,quetta,30.165686,67.00178,baluchistan, Polio centre in Satellite town Quetta,,,,Attack on Polio Centre,Civilian & Police,None,15.0,15.0,25.0,36,,8KG,"Civil Hospital, CMH ",6.855,44.339,Wednesday,Wednesday-Jan 13-2016,,"(30.165685999999997,67.00178)",4,2016,8
460,460,461,2016-01-19,<ummalqura.hijri_date.HijriDate object at 0x122d67160>,Working Day,,,peshawar,33.999533,71.42502,kpk, check post in Karkhano Market- adjacent to Jamrud in Khyber Agency,,,,Attack on Check Post,,None,10.0,12.0,20.0,25,1.0,,Hayatabad Medical Complex ,11.645,52.96100000000001,Tuesday,Tuesday-Jan 19-2016,,"(33.999533,71.42502)",4,2016,0
461,461,462,2016-01-29,<ummalqura.hijri_date.HijriDate object at 0x122d67208>,Working Day,,,zhob,31.341261,69.448659,baluchistan,Suicide Bomber Attacks Army Facility ,,,,,Army,None,0.0,0.0,5.0,6,1.0,,Civil Hospital Zhob,11.125,52.025,Friday,Friday-Jan 29-2016,,"(31.341261,69.448659)",4,2016,0
462,462,463,2016-02-06,<ummalqura.hijri_date.HijriDate object at 0x122d672b0>,Working Day,,,quetta,30.199805,67.010157,baluchistan,Attack on vehicle of Frontier Corps  near Liaquat Park Quetta ,,,, Attack on vehicle of Frontier Corps ,Frontier Corps ,None,9.0,11.0,30.0,35,1.0,8-10KG,Civil Hospital Quetta- CMH ,9.945,49.901,Saturday,Saturday-Feb 06-2016,,"(30.199804999999998,67.010157)",4,2016,10
463,463,464,2016-03-07,<ummalqura.hijri_date.HijriDate object at 0x122d672e8>,Working Day,,,shabqadar-charsadda,34.149433,71.742781,kpk,Attack outside of session court in Shab-Qadar Charsadda ,,,,,,None,10.0,20.0,27.0,31,1.0,,Lady Reading Hospital,16.715,62.087,Saturday,Saturday-Mar 07-2016,,"(34.149433,71.742781)",5,2016,0
464,464,465,2016-03-27,<ummalqura.hijri_date.HijriDate object at 0x122d67390>,Holiday,,,lahore,31.51293,74.28899,punjab,Attack in children's play area of Park in Lahore,,,,,,Christian,70.0,72.0,233.0,300,1.0,8-10KG,"Jinnah Hospital,Sheikh Zaid Hospital,Services Hospital,Farooq Hospital,Meo Hospital,Bajwa Hospital",22.565,72.617,Sunday,Sunday-Mar 27-2016,,"(31.512929999999997,74.28899)",6,2016,10
465,465,466,2016-04-16,<ummalqura.hijri_date.HijriDate object at 0x122d67438>,Working Day,,,khyber agency,34.047839,71.28436,fata,Hujra of Said Jamal in the Kharko Sarhgi area in the Zakhakhel tehsil of Khyber Agency,Residence,High,closed,,Civilian,None,2.0,2.0,0.0,0,1.0,,,25.405,77.729,Saturday,Saturday-Apr 16-2016,8 Rajab 1437 A.H.,"(34.047839,71.28436)",7,2016,0
466,466,467,2016-04-19,<ummalqura.hijri_date.HijriDate object at 0x122d674a8>,Working Day,,,mardan,34.207854,72.049453,kpk,Mardan Excise and Taxation Department located in Cantonment Area on Mall Road in Mardan District,Government,High,closed,Attack on Mardan Excise and Taxation Department,Government Official,None,1.0,1.0,10.0,18,1.0,8-10KG,,23.105,73.589,Tuesday,Tuesday-Apr 19-2016,10 Rajab 1437 A.H.,"(34.207854,72.049453)",7,2016,10
467,467,468,2016-05-30,<ummalqura.hijri_date.HijriDate object at 0x122d67550>,Working Day,,,mardan,34.195682,72.037771,kpk,Mardan City Police Station,Police,High,Open,"Attack on City Police Station, Mardan",Police,None,1.0,1.0,12.0,15,1.0,8-10KG,Mardan district hospital.,30.02,86.036,Monday,Monday-May 30-2016,22 Shaban 1437 A.H.,"(34.195682,72.037771)",8,2016,10
468,468,469,2016-08-08,<ummalqura.hijri_date.HijriDate object at 0x122d675f8>,Working Day,,,quetta,30.194225,67.008822,baluchistan,"Civil Hospital, Quetta",Government,High,Closed,The fatalities were mainly advocates,advocates (lawyers),None,70.0,70.0,112.0,120,,8KG,,29.585,85.25299999999999,Monday,Monday-Aug 08-2016,05 Zeqad 1437 A.H.,"(30.194225,67.008822)",11,2016,8
469,469,470,2016-09-02,<ummalqura.hijri_date.HijriDate object at 0x122d676a0>,Working Day,,5:50 AM,mardan,34.195776,72.036565,kpk,Mardan District Court,Government,High,closed,"Attack on District Court, Mardan",Civilian,None,13.0,14.0,52.0,60,1.0,6KG,,27.805,82.04899999999998,Friday,Friday-Sep 02-2016,29 Zeqad 1437 A.H.,"(34.195776,72.036565)",12,2016,6
470,470,471,2016-09-13,<ummalqura.hijri_date.HijriDate object at 0x122d67710>,Holiday,Eid-ul-Azha,7:30 AM,shikarpur,28.002718,68.730383,sindh,Imambargah,Religious,High,Closed,Attack on Shia Imambargah on Eid ul Azha Prayer,religious,Shiite,0.0,0.0,10.0,13,,,,31.945,89.501,Tuesday,Tuesday-Sep 13-2016,10 Zilhaj 1437 A.H.,"(28.002717999999998,68.730383)",12,2016,0
471,471,472,2016-09-16,<ummalqura.hijri_date.HijriDate object at 0x122d67780>,Working Day,,1:30 PM,mohmand agency,34.400331,71.560424,fata,"Jamea Masjid, Pai Khan",Religious,High,Closed,Attack on Masjid During Jumma Prayer,religious,,16.0,36.0,22.0,,1.0,,District Headquarters Hospital (DHQ) Bajaur Agency,28.68,83.624,Friday,Friday-Sep 16-2016,13 Zilhaj 1437 A.H.,"(34.400331,71.560424)",12,2016,0
472,472,473,2016-10-25,<ummalqura.hijri_date.HijriDate object at 0x122d677f0>,Working Day,,12:00am,quetta,30.14283,66.98195,baluchistan,police training center,Government,High,Closed,"Attack on Police Training Center, Saryab Road, Quetta",Police,,58.0,61.0,100.0,165,2.0,8-10 KG,,14.545,58.181,Tuesday,Tuesday-Oct-25-2016,23 MuHarram 1438 A.H.,"(30.14283,66.98195)",1,2016,10
473,473,474,2016-11-12,<ummalqura.hijri_date.HijriDate object at 0x122d67898>,Weekend,,6:00 PM,khuzdar,25.776775,67.02239,baluchistan,Dargah Shah Noorani Shrine,Religious,High,Closed,Attack on Dargah Shah Noorani in Khuzdar district,Civilian,None,45.0,52.0,100.0,100,1.0,,"Hub, Khuzdar, Lasbella and Civil Hospital in Karachi",,,Saturday,Saturday-Nov-12-2016,11 safar 1438 A.H.,"(25.776775,67.02239)",2,2016,0
474,474,475,2016-11-26,<ummalqura.hijri_date.HijriDate object at 0x122d678d0>,Weekend,,6:00 AM,mohmand agency,34.325826,71.398789,fata,FC Check Post,Military,High,Open,"Attack Camp of Mohmand Rifles in Mohmand Agency Headquarters, Ghalani, Mohmand Agency",Military,None,2.0,2.0,14.0,14,4.0,,,17.63,63.734,Saturday,Saturday-Nov-26-2016,25 safar 1438 A.H.,"(34.325826,71.398789)",2,2016,0
475,475,476,2017-02-07,<ummalqura.hijri_date.HijriDate object at 0x122d67908>,Working Day,,5:00 AM,bannu,32.949814,70.60908,kpk,"Police Station Mandan, Bannu",Police,High,Open,"Attack on Mandan Police Station, Bannu",Police,None,0.0,0.0,2.0,2,1.0, 20 KG,DHQ Hospital Bannu,19.0,,Tuesday,Tuesday-Feb-7-2017,09 Jamadi-ul-Awal 1438 A.H. ,"(32.949814,70.60908)",5,2017,20
476,476,477,2017-02-13,<ummalqura.hijri_date.HijriDate object at 0x122d67978>,Working Day,,6:00 PM,lahore,31.555382,74.331873,punjab,"Mall road, Lahore",Government,High,Open,Attack on pharmaceutical protest,Civilian,None,14.0,18.0,83.0,90,1.0,, 1. Mayo Hospital 2.  Sir Ganga Ram Hospital,16.255,61.25899999999999,Monday,Monday-Feb-13-2017,16 Jumada al-awwal 1438 A.H,"(31.555382,74.331873)",5,2017,0
477,477,478,2017-02-15,<ummalqura.hijri_date.HijriDate object at 0x122d679e8>,Working Day,,8:00 AM,"ghallanai, mohmand agency",34.5,71.333333,fata,"main gate of Mohmand Agency headquarters, Ghallanai",Commercial/residence,High,Open,Attack on paramilitary HQ,Army,None,5.0,8.0,0.0,3,1.0,,Lady Reading Hospital,11.115,52.007,Wednesday,Wednesday-Feb-15-2017,19 Jumada al-awwal 1438 A.H,"(34.5,71.333333)",5,2017,0
